,Data As Of,Start Date,End Date,Group,Year,Month,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
2784,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,United States,Male,55-64 years,28735.0,269644.0,27047.0,14448.0,929.0,42104.0,
2785,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,United States,Male,65-74 years,49537.0,389524.0,47481.0,25788.0,1046.0,72092.0,
2786,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,United States,Male,75-84 years,58406.0,426083.0,55492.0,29677.0,954.0,85031.0,
2787,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,United States,Male,85 years and over,50346.0,392807.0,46584.0,22889.0,733.0,74675.0,
2788,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,United States,Female,All Ages,172706.0,1602644.0,154680.0,75424.0,4239.0,255763.0,
2789,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,United States,Female,Under 1 year,13.0,8522.0,90.0,2.0,11.0,112.0,
2790,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,United States,Female,0-17 years,75.0,13766.0,260.0,15.0,80.0,400.0,
2791,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,United States,Female,1-4 years,10.0,1473.0,67.0,2.0,22.0,97.0,
2792,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,United States,Female,5-14 years,28.0,2242.0,71.0,3.0,38.0,134.0,
2793,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,United States,Female,15-24 years,227.0,9277.0,296.0,86.0,43.0,479.0,
2794,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,United States,Female,18-29 years,526.0,16808.0,688.0,245.0,72.0,1038.0,
2795,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,United States,Female,25-34 years,916.0,21467.0,1086.0,428.0,119.0,1687.0,
2796,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,United States,Female,30-39 years,1410.0,28261.0,1539.0,615.0,159.0,2486.0,
2797,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,United States,Female,35-44 years,2231.0,35674.0,2367.0,999.0,169.0,3759.0,
2798,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,United States,Female,40-49 years,3692.0,47871.0,3850.0,1771.0,217.0,5969.0,
2799,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,United States,Female,45-54 years,5889.0,70732.0,6273.0,2887.0,316.0,9558.0,
2800,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,United States,Female,50-64 years,19621.0,210853.0,21258.0,10038.0,878.0,31623.0,
2801,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,United States,Female,55-64 years,16010.0,168172.0,17345.0,8277.0,688.0,25690.0,
2802,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,United States,Female,65-74 years,31191.0,280479.0,31028.0,15679.0,830.0,47274.0,
2803,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,United States,Female,75-84 years,45905.0,390441.0,41845.0,21322.0,938.0,67258.0,
2804,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,United States,Female,85 years and over,70286.0,614165.0,54212.0,25739.0,1065.0,99715.0,
2805,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,All Sexes,All Ages,129006.0,533715.0,89079.0,68567.0,186.0,149624.0,
2806,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,All Sexes,Under 1 year,3.0,1864.0,7.0,0.0,0.0,10.0,
2807,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,All Sexes,0-17 years,36.0,3383.0,38.0,6.0,1.0,69.0,
2808,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,All Sexes,1-4 years,4.0,338.0,5.0,1.0,0.0,8.0,
2809,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,All Sexes,5-14 years,16.0,576.0,20.0,4.0,1.0,33.0,
2810,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,All Sexes,15-24 years,145.0,4083.0,105.0,71.0,0.0,179.0,
2811,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,All Sexes,18-29 years,397.0,7481.0,280.0,204.0,3.0,475.0,
2812,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,All Sexes,25-34 years,728.0,9252.0,491.0,366.0,4.0,856.0,
2813,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,All Sexes,30-39 years,1181.0,11727.0,834.0,614.0,1.0,1402.0,
2814,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,All Sexes,35-44 years,1910.0,14347.0,1382.0,1028.0,1.0,2265.0,
2815,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,All Sexes,40-49 years,3354.0,18634.0,2321.0,1830.0,4.0,3848.0,
2816,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,All Sexes,45-54 years,5798.0,27755.0,4109.0,3276.0,8.0,6637.0,
2817,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,All Sexes,50-64 years,19517.0,84177.0,14366.0,11392.0,39.0,22515.0,
2818,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,All Sexes,55-64 years,15881.0,67187.0,11720.0,9300.0,34.0,18321.0,
2819,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,All Sexes,65-74 years,29780.0,110430.0,21632.0,17201.0,46.0,34232.0,
2820,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,All Sexes,75-84 years,37073.0,135625.0,26172.0,20374.0,53.0,42908.0,
2821,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,All Sexes,85 years and over,37668.0,162258.0,23436.0,16946.0,39.0,44175.0,
2822,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,Male,All Ages,71878.0,281749.0,51429.0,40233.0,93.0,83119.0,
2823,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,Male,Under 1 year,0.0,1012.0,6.0,0.0,0.0,6.0,
2824,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,Male,0-17 years,21.0,1961.0,20.0,5.0,0.0,36.0,
2825,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,Male,1-4 years,3.0,179.0,3.0,1.0,0.0,5.0,
2826,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,Male,5-14 years,8.0,332.0,9.0,3.0,0.0,14.0,
2827,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,Male,15-24 years,79.0,2980.0,56.0,38.0,0.0,97.0,
2828,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,Male,18-29 years,235.0,5388.0,166.0,117.0,2.0,285.0,
2829,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,Male,25-34 years,457.0,6488.0,312.0,231.0,2.0,539.0,
2830,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,Male,30-39 years,743.0,7890.0,517.0,390.0,0.0,870.0,
2831,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,Male,35-44 years,1210.0,9341.0,844.0,650.0,1.0,1405.0,
2832,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,Male,40-49 years,2124.0,11791.0,1439.0,1170.0,1.0,2394.0,
2833,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,Male,45-54 years,3781.0,17451.0,2619.0,2136.0,3.0,4266.0,
2834,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,Male,50-64 years,12434.0,52428.0,9009.0,7229.0,26.0,14227.0,
2835,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,Male,55-64 years,10019.0,41675.0,7302.0,5852.0,23.0,11480.0,
2836,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,Male,65-74 years,18243.0,64981.0,13205.0,10635.0,26.0,20822.0,
2837,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,Male,75-84 years,21305.0,72071.0,15479.0,12173.0,25.0,24627.0,
2838,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,Male,85 years and over,16773.0,65239.0,11594.0,8514.0,13.0,19858.0,
2839,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,Female,All Ages,57128.0,251966.0,37650.0,28334.0,93.0,66505.0,
2840,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,Female,Under 1 year,3.0,852.0,1.0,0.0,0.0,4.0,
2841,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,Female,0-17 years,15.0,1422.0,18.0,1.0,1.0,33.0,
2842,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,Female,1-4 years,1.0,159.0,2.0,0.0,0.0,3.0,
2843,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,Female,5-14 years,8.0,244.0,11.0,1.0,1.0,19.0,
2844,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,Female,15-24 years,66.0,1103.0,49.0,33.0,0.0,82.0,
2845,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,Female,18-29 years,162.0,2093.0,114.0,87.0,1.0,190.0,
2846,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,Female,25-34 years,271.0,2764.0,179.0,135.0,2.0,317.0,
2847,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,Female,30-39 years,438.0,3837.0,317.0,224.0,1.0,532.0,
2848,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,Female,35-44 years,700.0,5006.0,538.0,378.0,0.0,860.0,
2849,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,Female,40-49 years,1230.0,6843.0,882.0,660.0,3.0,1454.0,
2850,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,Female,45-54 years,2017.0,10304.0,1490.0,1140.0,5.0,2371.0,
2851,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,Female,50-64 years,7083.0,31749.0,5357.0,4163.0,13.0,8288.0,
2852,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,Female,55-64 years,5862.0,25512.0,4418.0,3448.0,11.0,6841.0,
2853,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,Female,65-74 years,11537.0,45449.0,8427.0,6566.0,20.0,13410.0,
2854,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,Female,75-84 years,15768.0,63554.0,10693.0,8201.0,28.0,18281.0,
2855,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,United States,Female,85 years and over,20895.0,97019.0,11842.0,8432.0,26.0,24317.0,
2856,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,All Sexes,All Ages,6620.0,63191.0,5206.0,2165.0,140.0,9789.0,
2857,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,All Sexes,Under 1 year,0.0,400.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2858,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,All Sexes,0-17 years,0.0,688.0,11.0,0.0,0.0,15.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2859,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,All Sexes,1-4 years,0.0,87.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2860,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,All Sexes,5-14 years,0.0,103.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2861,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,All Sexes,15-24 years,0.0,728.0,13.0,0.0,0.0,23.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2862,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,All Sexes,18-29 years,24.0,1192.0,25.0,0.0,0.0,46.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2863,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,All Sexes,25-34 years,46.0,1349.0,53.0,20.0,0.0,83.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2864,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,All Sexes,30-39 years,76.0,1714.0,84.0,26.0,0.0,139.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2865,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,All Sexes,35-44 years,124.0,2136.0,108.0,36.0,0.0,202.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2866,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,All Sexes,40-49 years,217.0,2822.0,162.0,61.0,0.0,324.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2867,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,All Sexes,45-54 years,374.0,4035.0,262.0,111.0,14.0,539.0,
2868,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,All Sexes,50-64 years,1127.0,11761.0,926.0,346.0,47.0,1752.0,
2869,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,All Sexes,55-64 years,892.0,9339.0,762.0,272.0,36.0,1416.0,
2870,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,All Sexes,65-74 years,1653.0,13886.0,1314.0,556.0,40.0,2449.0,
2871,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,All Sexes,75-84 years,1879.0,15969.0,1503.0,661.0,23.0,2740.0,
2872,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,All Sexes,85 years and over,1642.0,15159.0,1181.0,508.0,12.0,2324.0,
2873,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,Male,All Ages,3515.0,32906.0,2823.0,1175.0,85.0,5241.0,
2874,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,Male,Under 1 year,0.0,234.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2875,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,Male,0-17 years,0.0,431.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2876,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,Male,1-4 years,0.0,49.0,0.0,0.0,0.0,0.0,
2877,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,Male,5-14 years,0.0,68.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2878,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,Male,15-24 years,0.0,543.0,0.0,0.0,0.0,10.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2879,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,Male,18-29 years,17.0,882.0,11.0,0.0,0.0,27.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2880,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,Male,25-34 years,29.0,937.0,31.0,11.0,0.0,51.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2881,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,Male,30-39 years,42.0,1116.0,53.0,16.0,0.0,81.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2882,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,Male,35-44 years,72.0,1358.0,71.0,26.0,0.0,120.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2883,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,Male,40-49 years,127.0,1742.0,100.0,38.0,0.0,192.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2884,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,Male,45-54 years,208.0,2411.0,151.0,59.0,0.0,307.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2885,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,Male,50-64 years,652.0,7039.0,509.0,197.0,29.0,992.0,
2886,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,Male,55-64 years,525.0,5610.0,417.0,159.0,24.0,806.0,
2887,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,Male,65-74 years,982.0,8000.0,793.0,341.0,25.0,1458.0,
2888,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,Male,75-84 years,1026.0,8073.0,818.0,348.0,13.0,1506.0,
2889,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,Male,85 years and over,668.0,5623.0,535.0,231.0,0.0,978.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2890,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,Female,All Ages,3105.0,30285.0,2383.0,990.0,55.0,4548.0,
2891,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,Female,Under 1 year,0.0,166.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2892,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,Female,0-17 years,0.0,257.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2893,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,Female,1-4 years,0.0,38.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2894,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,Female,5-14 years,0.0,35.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2895,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,Female,15-24 years,0.0,185.0,0.0,0.0,0.0,13.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2896,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,Female,18-29 years,0.0,310.0,14.0,0.0,0.0,19.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2897,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,Female,25-34 years,17.0,412.0,22.0,0.0,0.0,32.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2898,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,Female,30-39 years,34.0,598.0,31.0,10.0,0.0,58.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2899,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,Female,35-44 years,52.0,778.0,37.0,10.0,0.0,82.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2900,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,Female,40-49 years,90.0,1080.0,62.0,23.0,0.0,132.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2901,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,Female,45-54 years,166.0,1624.0,111.0,52.0,0.0,232.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2902,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,Female,50-64 years,475.0,4722.0,417.0,149.0,18.0,760.0,
2903,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,Female,55-64 years,367.0,3729.0,345.0,113.0,12.0,610.0,
2904,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,Female,65-74 years,671.0,5886.0,521.0,215.0,15.0,991.0,
2905,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,Female,75-84 years,853.0,7896.0,685.0,313.0,10.0,1234.0,
2906,3/10/2021,1/1/2020,12/31/2020,By Year,2020.0,,Alabama,Female,85 years and over,974.0,9536.0,646.0,277.0,0.0,1346.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2907,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Alabama,All Sexes,All Ages,3028.0,11395.0,1521.0,1109.0,12.0,3448.0,
2908,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Alabama,All Sexes,Under 1 year,0.0,31.0,0.0,0.0,0.0,0.0,
2909,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Alabama,All Sexes,0-17 years,0.0,55.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2910,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Alabama,All Sexes,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2911,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Alabama,All Sexes,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2912,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Alabama,All Sexes,15-24 years,0.0,87.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2913,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Alabama,All Sexes,18-29 years,0.0,152.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2914,3/10/2021,1/1/2021,3/6/2021,By Year,2021.0,,Alabama,All Sexes,25-34 years,17.0,169.0,0.0,0.0,0.0,20.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
