,Data As Of,Start Date,End Date,Group,Year,Month,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote,Population,Mandate
40,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Alabama,Male,50-64 years,0.0,557.0,36.0,0.0,11.0,47.0,,4915879.0,0
41,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Alabama,Male,55-64 years,0.0,447.0,30.0,0.0,0.0,39.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4915879.0,0
42,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Alabama,Male,65-74 years,0.0,563.0,35.0,0.0,0.0,40.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4915879.0,0
43,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Alabama,Male,75-84 years,0.0,555.0,37.0,0.0,0.0,39.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4915879.0,0
44,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Alabama,Male,85 years and over,0.0,414.0,21.0,0.0,0.0,22.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4915879.0,0
45,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Alabama,Female,Under 1 year,0.0,15.0,0.0,0.0,0.0,0.0,,4915879.0,0
46,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Alabama,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4915879.0,0
47,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Alabama,Female,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,,4915879.0,0
48,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Alabama,Female,15-24 years,0.0,11.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4915879.0,0
49,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Alabama,Female,18-29 years,0.0,17.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4915879.0,0
50,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Alabama,Female,25-34 years,0.0,21.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4915879.0,0
51,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Alabama,Female,30-39 years,0.0,38.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4915879.0,0
52,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Alabama,Female,35-44 years,0.0,63.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4915879.0,0
53,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Alabama,Female,40-49 years,0.0,81.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4915879.0,0
54,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Alabama,Female,45-54 years,0.0,115.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4915879.0,0
55,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Alabama,Female,50-64 years,0.0,369.0,32.0,0.0,0.0,36.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4915879.0,0
56,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Alabama,Female,55-64 years,0.0,296.0,29.0,0.0,0.0,32.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4915879.0,0
57,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Alabama,Female,65-74 years,0.0,405.0,25.0,0.0,0.0,32.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4915879.0,0
58,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Alabama,Female,75-84 years,0.0,604.0,39.0,0.0,0.0,40.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4915879.0,0
59,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Alabama,Female,85 years and over,0.0,700.0,40.0,0.0,0.0,41.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4915879.0,0
60,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Alabama,Male,Under 1 year,0.0,12.0,0.0,0.0,0.0,0.0,,4917010.0,0
61,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Alabama,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4917010.0,0
62,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Alabama,Male,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4917010.0,0
63,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Alabama,Male,15-24 years,0.0,34.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4917010.0,0
64,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Alabama,Male,18-29 years,0.0,59.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4917010.0,0
65,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Alabama,Male,25-34 years,0.0,69.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4917010.0,0
66,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Alabama,Male,30-39 years,0.0,89.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4917010.0,0
67,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Alabama,Male,35-44 years,0.0,111.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4917010.0,0
68,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Alabama,Male,40-49 years,0.0,138.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4917010.0,0
69,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Alabama,Male,45-54 years,0.0,198.0,10.0,0.0,0.0,17.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4917010.0,0
70,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Alabama,Male,50-64 years,0.0,524.0,27.0,0.0,0.0,39.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4917010.0,0
71,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Alabama,Male,55-64 years,0.0,404.0,22.0,0.0,0.0,28.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4917010.0,0
72,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Alabama,Male,65-74 years,0.0,596.0,44.0,0.0,0.0,55.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4917010.0,0
73,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Alabama,Male,75-84 years,0.0,618.0,53.0,0.0,0.0,58.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4917010.0,0
74,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Alabama,Male,85 years and over,0.0,432.0,27.0,0.0,0.0,37.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4917010.0,0
75,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Alabama,Female,Under 1 year,0.0,12.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4917010.0,0
76,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Alabama,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4917010.0,0
77,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Alabama,Female,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4917010.0,0
78,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Alabama,Female,15-24 years,0.0,17.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4917010.0,0
79,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Alabama,Female,18-29 years,0.0,29.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4917010.0,0
80,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Alabama,Female,25-34 years,0.0,44.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4917010.0,0
81,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Alabama,Female,30-39 years,0.0,59.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4917010.0,0
82,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Alabama,Female,35-44 years,0.0,52.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4917010.0,0
83,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Alabama,Female,40-49 years,0.0,74.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4917010.0,0
84,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Alabama,Female,45-54 years,0.0,116.0,10.0,0.0,0.0,15.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4917010.0,0
85,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Alabama,Female,50-64 years,0.0,366.0,32.0,0.0,0.0,40.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4917010.0,0
86,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Alabama,Female,55-64 years,0.0,300.0,27.0,0.0,0.0,33.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4917010.0,0
87,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Alabama,Female,65-74 years,0.0,455.0,18.0,0.0,0.0,26.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4917010.0,0
88,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Alabama,Female,75-84 years,0.0,547.0,34.0,0.0,0.0,40.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4917010.0,0
89,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Alabama,Female,85 years and over,0.0,718.0,31.0,0.0,0.0,33.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4917010.0,0
90,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Alabama,Male,Under 1 year,0.0,20.0,0.0,0.0,0.0,0.0,,4918140.0,0
91,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Alabama,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4918140.0,0
92,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Alabama,Male,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4918140.0,0
93,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Alabama,Male,15-24 years,0.0,40.0,0.0,0.0,0.0,0.0,,4918140.0,0
94,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Alabama,Male,18-29 years,0.0,69.0,0.0,0.0,0.0,0.0,,4918140.0,0
95,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Alabama,Male,25-34 years,0.0,72.0,0.0,0.0,0.0,0.0,,4918140.0,0
96,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Alabama,Male,30-39 years,0.0,84.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4918140.0,0
97,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Alabama,Male,35-44 years,0.0,123.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4918140.0,0
98,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Alabama,Male,40-49 years,0.0,163.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4918140.0,0
99,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Alabama,Male,45-54 years,12.0,194.0,0.0,0.0,0.0,16.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4918140.0,0
100,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Alabama,Male,50-64 years,39.0,543.0,35.0,0.0,0.0,68.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4918140.0,0
101,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Alabama,Male,55-64 years,29.0,436.0,28.0,0.0,0.0,54.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4918140.0,0
102,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Alabama,Male,65-74 years,58.0,594.0,53.0,19.0,0.0,95.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4918140.0,0
103,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Alabama,Male,75-84 years,50.0,610.0,70.0,17.0,0.0,104.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4918140.0,0
104,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Alabama,Male,85 years and over,44.0,456.0,48.0,11.0,0.0,81.0,,4918140.0,0
105,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Alabama,Female,Under 1 year,0.0,11.0,0.0,0.0,0.0,0.0,,4918140.0,0
106,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Alabama,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4918140.0,0
107,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Alabama,Female,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4918140.0,0
108,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Alabama,Female,15-24 years,0.0,20.0,0.0,0.0,0.0,0.0,,4918140.0,0
109,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Alabama,Female,18-29 years,0.0,30.0,0.0,0.0,0.0,0.0,,4918140.0,0
110,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Alabama,Female,25-34 years,0.0,29.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4918140.0,0
111,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Alabama,Female,30-39 years,0.0,36.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4918140.0,0
112,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Alabama,Female,35-44 years,0.0,50.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4918140.0,0
113,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Alabama,Female,40-49 years,0.0,73.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4918140.0,0
114,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Alabama,Female,45-54 years,0.0,127.0,0.0,0.0,0.0,13.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4918140.0,0
115,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Alabama,Female,50-64 years,32.0,363.0,25.0,0.0,0.0,52.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4918140.0,0
116,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Alabama,Female,55-64 years,24.0,279.0,21.0,0.0,0.0,41.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4918140.0,0
117,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Alabama,Female,65-74 years,29.0,468.0,28.0,10.0,0.0,49.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4918140.0,0
118,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Alabama,Female,75-84 years,42.0,614.0,43.0,14.0,0.0,71.0,,4918140.0,0
